filename,station_id,sampleID,date,depth,temperature,salinity,potential_density,dissolved_oxygen,station_name,latitude,longitude,bottom_depth_m
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,0.9916664958000183,14.525899887084961,27.58970069885254,20.370527267456055,NA,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,1.9833282232284546,14.392000198364258,27.957799911499023,20.680810928344727,NA,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,4.958284378051758,14.484100341796875,27.900800704956055,20.618452072143555,6.320559978485107,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,5.949926853179932,14.07040023803711,27.655500411987305,20.511863708496094,6.21491003036499,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,6.941564559936523,13.961099624633789,27.736000061035156,20.595365524291992,6.178530216217041,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,7.933197498321533,13.820899963378906,27.866300582885742,20.72319984436035,6.1288299560546875,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,8.924825668334961,13.686400413513184,28.02869987487793,20.874574661254883,6.126959800720215,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,9.916448593139648,13.568900108337402,28.2278995513916,21.050983428955078,6.089550018310547,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,10.908066749572754,13.486300468444824,28.431800842285156,21.22428321838379,6.125110149383545,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,11.899680137634277,13.439200401306152,28.572599411010742,21.342050552368164,6.153470039367676,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,12.891288757324219,13.421500205993652,28.660200119018555,21.413101196289062,6.074170112609863,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,13.882893562316895,13.364899635314941,28.757099151611328,21.498807907104492,5.97661018371582,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,14.874492645263672,13.25570011138916,29.01300048828125,21.71739387512207,5.88129997253418,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,15.866086959838867,13.152700424194336,29.260400772094727,21.92823600769043,5.84984016418457,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,16.857675552368164,13.06820011138916,29.445499420166016,22.087411880493164,5.879499912261963,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,17.849260330200195,12.981200218200684,29.64430046081543,22.257652282714844,5.908480167388916,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,18.84084129333496,12.916199684143066,29.862899780273438,22.439044952392578,5.925779819488525,Cape Elizabeth,47.3531,124.4887,42
CE042_20050525T154833_binned.nc,CE042,20050525T154833,2005-05-25T22:48:33Z,19.832416534423828,12.86139965057373,30.009000778198242,22.56244659423828,5.923079967498779,Cape Elizabeth,47.3531,124.4887,42
