"","source","date","year","temperature","DO","salinity","potential_density","pres","cond","sampleID"
"18271","Mooring",2022-05-29 21:20:26,"2022",7.5078,3.23268,33.4658,26.1405,43.661,3.436043,NA
"18272","Mooring",2022-05-29 21:30:27,"2022",7.507,3.23854,33.4664,26.1411,43.593,3.436025,NA
"18273","Mooring",2022-05-29 21:40:26,"2022",7.5066,3.23877,33.4672,26.1418,43.488,3.43606,NA
"18274","Mooring",2022-05-29 21:50:27,"2022",7.5058,3.23348,33.4684,26.1428,43.248,3.43609,NA
"18275","Mooring",2022-05-29 22:00:26,"2022",7.5046,3.23003,33.4693,26.1437,43.1,3.43606,NA
"18276","Mooring",2022-05-29 22:10:27,"2022",7.504,3.22743,33.4702,26.1445,43.027,3.43609,NA
"18277","Mooring",2022-05-29 22:20:26,"2022",7.5028,3.22323,33.4721,26.1462,43.24,3.436162,NA
"18278","Mooring",2022-05-29 22:30:27,"2022",7.5019,3.22593,33.4731,26.1471,43.307,3.43618,NA
"18279","Mooring",2022-05-29 22:40:27,"2022",7.4993,3.22804,33.4753,26.1492,43.158,3.436144,NA
"18280","Mooring",2022-05-29 22:50:26,"2022",7.4982,3.23674,33.4758,26.1497,42.997,3.436084,NA
"18281","Mooring",2022-05-29 23:00:27,"2022",7.4962,3.24643,33.477,26.1509,43.076,3.436019,NA
"18282","Mooring",2022-05-29 23:10:26,"2022",7.4939,3.25112,33.4786,26.1526,42.972,3.435965,NA
"18283","Mooring",2022-05-29 23:20:27,"2022",7.4939,3.2508,33.4792,26.153,42.953,3.436007,NA
"18284","Mooring",2022-05-29 23:30:26,"2022",7.4929,3.24601,33.4805,26.1542,42.498,3.43603,NA
"18285","Mooring",2022-05-29 23:40:27,"2022",7.492,3.24559,33.4815,26.155,42.735,3.436043,NA
"18286","Mooring",2022-05-29 23:50:26,"2022",7.4912,3.24856,33.4822,26.1558,42.795,3.436048,NA
"18287","Mooring",2022-05-30 00:00:27,"2022",7.4899,3.25673,33.4832,26.1567,42.747,3.436013,NA
"18288","Mooring",2022-05-30 00:10:27,"2022",7.49,3.26015,33.4826,26.1562,42.665,3.435959,NA
"18289","Mooring",2022-05-30 00:20:26,"2022",7.49,3.25045,33.482,26.1557,42.368,3.435893,NA
"18290","Mooring",2022-05-30 00:30:27,"2022",7.4898,3.25961,33.4817,26.1555,42.609,3.435858,NA
"18291","Mooring",2022-05-30 00:40:26,"2022",7.4899,3.26186,33.4812,26.1551,42.544,3.435822,NA
"18292","Mooring",2022-05-30 00:50:27,"2022",7.4908,3.26959,33.4797,26.1538,42.399,3.435756,NA
"18293","Mooring",2022-05-30 01:00:26,"2022",7.4912,3.2725,33.4788,26.1531,42.547,3.435721,NA
"18294","Mooring",2022-05-30 01:10:27,"2022",7.4918,3.27359,33.4783,26.1526,42.47,3.435715,NA
"18295","Mooring",2022-05-30 01:20:26,"2022",7.4923,3.27363,33.4774,26.1518,42.644,3.435691,NA
"18296","Mooring",2022-05-30 01:30:27,"2022",7.4922,3.27591,33.4773,26.1517,42.507,3.435667,NA
"18297","Mooring",2022-05-30 01:40:27,"2022",7.4915,3.28261,33.4774,26.152,42.476,3.435613,NA
"18298","Mooring",2022-05-30 01:50:26,"2022",7.4913,3.28393,33.4779,26.1523,42.239,3.435625,NA
"18299","Mooring",2022-05-30 02:00:27,"2022",7.4918,3.27989,33.477,26.1516,42.351,3.435595,NA
"18300","Mooring",2022-05-30 02:10:26,"2022",7.4928,3.27648,33.4755,26.1502,42.577,3.435554,NA
"18301","Mooring",2022-05-30 02:20:27,"2022",7.493,3.27761,33.4753,26.1501,42.5,3.435554,NA
"18302","Mooring",2022-05-30 02:30:26,"2022",7.4942,3.28572,33.4734,26.1484,42.596,3.435488,NA
"18303","Mooring",2022-05-30 02:40:27,"2022",7.4954,3.28647,33.4715,26.1468,42.515,3.435417,NA
"18304","Mooring",2022-05-30 02:50:26,"2022",7.4947,3.27083,33.4732,26.1482,42.528,3.435512,NA
"18305","Mooring",2022-05-30 03:00:27,"2022",7.4955,3.27729,33.4723,26.1474,42.665,3.435512,NA
"18306","Mooring",2022-05-30 03:10:27,"2022",7.4963,3.27721,33.4712,26.1463,42.619,3.43547,NA
"18307","Mooring",2022-05-30 03:20:26,"2022",7.4968,3.2729,33.4708,26.146,42.8,3.435494,NA
"18308","Mooring",2022-05-30 03:30:27,"2022",7.4974,3.2764,33.4709,26.146,42.9,3.435554,NA
"18309","Mooring",2022-05-30 03:40:26,"2022",7.4979,3.2717,33.4697,26.145,42.83,3.435488,NA
"18310","Mooring",2022-05-30 03:50:27,"2022",7.4981,3.26655,33.4706,26.1456,43.026,3.435596,NA
"18311","Mooring",2022-05-30 04:00:26,"2022",7.498,3.26255,33.471,26.1459,43.117,3.435625,NA
"18312","Mooring",2022-05-30 04:10:27,"2022",7.4978,3.26055,33.4714,26.1464,43.128,3.435649,NA
"18313","Mooring",2022-05-30 04:20:26,"2022",7.4976,3.2632,33.4713,26.1463,43.18,3.435631,NA
"18314","Mooring",2022-05-30 04:30:27,"2022",7.4974,3.25797,33.4716,26.1465,43.121,3.435625,NA
"18315","Mooring",2022-05-30 04:40:27,"2022",7.4975,3.26148,33.4718,26.1466,43.196,3.435661,NA
"18316","Mooring",2022-05-30 04:50:26,"2022",7.4962,3.26162,33.4734,26.1481,43.41,3.435709,NA
"18317","Mooring",2022-05-30 05:00:27,"2022",7.4959,3.2596,33.4736,26.1483,43.382,3.435697,NA
"18318","Mooring",2022-05-30 05:10:26,"2022",7.4958,3.25876,33.4736,26.1483,43.412,3.435685,NA
"18319","Mooring",2022-05-30 05:20:27,"2022",7.4971,3.25738,33.4731,26.1478,43.768,3.435775,NA
"18320","Mooring",2022-05-30 05:30:26,"2022",7.4968,3.26041,33.4731,26.1478,43.301,3.435721,NA
"18321","Mooring",2022-05-30 05:40:27,"2022",7.4973,3.25001,33.4735,26.148,43.546,3.435816,NA
"18322","Mooring",2022-05-30 05:50:26,"2022",7.4967,3.25183,33.4737,26.1483,43.548,3.43578,NA
"18323","Mooring",2022-05-30 06:00:27,"2022",7.4967,3.25395,33.4736,26.1482,43.781,3.435787,NA
"18324","Mooring",2022-05-30 06:10:27,"2022",7.4959,3.25846,33.4738,26.1485,44.024,3.435745,NA
"18325","Mooring",2022-05-30 06:20:26,"2022",7.496,3.25686,33.4737,26.1484,43.734,3.435733,NA
"18326","Mooring",2022-05-30 06:30:27,"2022",7.4967,3.25395,33.4735,26.1482,43.817,3.435781,NA
"18327","Mooring",2022-05-30 06:40:26,"2022",7.4959,3.26449,33.4739,26.1486,43.879,3.435745,NA
"18328","Mooring",2022-05-30 06:50:27,"2022",7.4967,3.25541,33.4736,26.1482,43.894,3.435787,NA
"18329","Mooring",2022-05-30 07:00:26,"2022",7.4951,3.25592,33.4748,26.1494,44.102,3.435769,NA
"18330","Mooring",2022-05-30 07:10:27,"2022",7.4967,3.25522,NA,NA,44.176,NA,NA
"18331","Mooring",2022-05-30 07:20:26,"2022",7.4961,3.24426,33.475,26.1494,44.151,3.435876,NA
"18332","Mooring",2022-05-30 07:30:27,"2022",7.4951,3.24197,33.4762,26.1505,43.996,3.435894,NA
"18333","Mooring",2022-05-30 07:40:27,"2022",7.493,3.25579,33.4786,26.1527,44.168,3.435936,NA
"18334","Mooring",2022-05-30 07:50:26,"2022",7.4915,3.2468,33.4803,26.1543,44.108,3.43596,NA
"18335","Mooring",2022-05-30 08:00:27,"2022",7.4894,3.24865,33.4827,26.1564,44.039,3.435989,NA
"18336","Mooring",2022-05-30 08:10:26,"2022",7.4897,3.25098,33.483,26.1566,44.132,3.436037,NA
"18337","Mooring",2022-05-30 08:20:27,"2022",7.4891,3.25329,33.4828,26.1565,44.006,3.435965,NA
"18338","Mooring",2022-05-30 08:30:26,"2022",7.4888,3.24919,33.4839,26.1574,43.934,3.436037,NA
"18339","Mooring",2022-05-30 08:40:27,"2022",7.4866,3.24736,33.4864,26.1597,44.12,3.436085,NA
"18340","Mooring",2022-05-30 08:50:26,"2022",7.4884,3.24372,33.4856,26.1589,43.998,3.436162,NA
"18341","Mooring",2022-05-30 09:00:27,"2022",7.4869,3.23974,33.4867,26.1599,43.938,3.436126,NA
"18342","Mooring",2022-05-30 09:10:27,"2022",7.4892,3.24249,33.484,26.1575,43.816,3.436079,NA
"18343","Mooring",2022-05-30 09:20:26,"2022",7.4893,3.2355,33.4837,26.1572,43.798,3.436055,NA
"18344","Mooring",2022-05-30 09:30:27,"2022",7.4893,3.24443,33.484,26.1575,43.576,3.436073,NA
"18345","Mooring",2022-05-30 09:40:26,"2022",7.4901,3.23499,33.4837,26.1571,43.454,3.436114,NA
"18346","Mooring",2022-05-30 09:50:27,"2022",7.4902,3.23267,33.4847,26.1579,43.429,3.436222,NA
"18347","Mooring",2022-05-30 10:00:26,"2022",7.4872,3.21589,33.4897,26.1622,43.225,3.4364,NA
"18348","Mooring",2022-05-30 10:10:27,"2022",7.4854,3.21748,33.4916,26.164,43.166,3.436412,NA
"18349","Mooring",2022-05-30 10:20:26,"2022",7.4839,3.21665,33.4927,26.165,43.079,3.436382,NA
"18350","Mooring",2022-05-30 10:30:27,"2022",7.4863,3.21624,33.4909,26.1632,43.124,3.436424,NA
"18351","Mooring",2022-05-30 10:40:27,"2022",7.484,3.20754,33.4939,26.1659,42.868,3.436484,NA
"18352","Mooring",2022-05-30 10:50:26,"2022",7.4834,3.20329,33.4946,26.1666,42.965,3.436508,NA
"18353","Mooring",2022-05-30 11:00:27,"2022",7.4821,3.19306,33.4973,26.1689,42.612,3.436615,NA
"18354","Mooring",2022-05-30 11:10:26,"2022",7.4801,3.18619,33.5,26.1713,42.533,3.436686,NA
"18355","Mooring",2022-05-30 11:20:27,"2022",7.4786,3.18328,33.5019,26.173,42.283,3.436722,NA
"18356","Mooring",2022-05-30 11:30:26,"2022",7.4764,3.18807,33.5047,26.1755,42.336,3.436776,NA
"18357","Mooring",2022-05-30 11:40:27,"2022",7.4735,3.18504,33.5078,26.1784,42.427,3.436817,NA
"18358","Mooring",2022-05-30 11:50:26,"2022",7.4697,3.18079,33.5119,26.1821,42.159,3.436835,NA
"18359","Mooring",2022-05-30 12:00:27,"2022",7.4648,3.19556,33.5156,26.1857,42.07,3.43674,NA
"18360","Mooring",2022-05-30 12:10:27,"2022",7.4638,3.17981,33.5175,26.1873,41.934,3.436817,NA
"18361","Mooring",2022-05-30 12:20:26,"2022",7.4623,3.18518,33.5191,26.1888,41.952,3.436835,NA
"18362","Mooring",2022-05-30 12:30:27,"2022",7.4615,3.18221,33.5199,26.1895,41.73,3.436829,NA
"18363","Mooring",2022-05-30 12:40:26,"2022",7.4608,3.18695,33.5202,26.1899,41.821,3.436793,NA
"18364","Mooring",2022-05-30 12:50:27,"2022",7.4635,3.19419,33.5167,26.1867,41.454,3.436698,NA
"18365","Mooring",2022-05-30 13:00:26,"2022",7.4652,3.19298,33.5148,26.1851,41.619,3.436686,NA
"18366","Mooring",2022-05-30 13:10:27,"2022",7.4664,3.18942,33.5136,26.1839,41.563,3.436668,NA
"18367","Mooring",2022-05-30 13:20:26,"2022",7.4687,3.20208,33.5096,26.1804,41.508,3.436513,NA
"18368","Mooring",2022-05-30 13:30:27,"2022",7.4703,3.20279,33.5075,26.1786,41.436,3.436454,NA
"18369","Mooring",2022-05-30 13:40:27,"2022",7.4707,3.19745,33.507,26.1781,41.208,3.436436,NA
"18370","Mooring",2022-05-30 13:50:26,"2022",7.4683,3.19153,33.5108,26.1815,41.337,3.436585,NA
"18371","Mooring",2022-05-30 14:00:27,"2022",7.4646,3.18498,33.5153,26.1855,41.139,3.436656,NA
"18372","Mooring",2022-05-30 14:10:26,"2022",7.4628,3.18219,33.5173,26.1873,41.112,3.436674,NA
"18373","Mooring",2022-05-30 14:20:27,"2022",7.4605,3.17359,33.52,26.1898,41.076,3.436722,NA
"18374","Mooring",2022-05-30 14:30:26,"2022",7.4604,3.17575,33.5208,26.1904,41.303,3.436793,NA
"18375","Mooring",2022-05-30 14:40:27,"2022",7.4569,3.17067,33.5246,26.1939,41.241,3.436835,NA
"18376","Mooring",2022-05-30 14:50:26,"2022",7.4551,3.16468,33.5275,26.1964,41.252,3.436936,NA
"18377","Mooring",2022-05-30 15:00:27,"2022",7.4519,3.16141,33.5307,26.1994,41.31,3.436954,NA
"18378","Mooring",2022-05-30 15:10:27,"2022",7.4502,3.16553,33.5317,26.2005,41.142,3.436883,NA
"18379","Mooring",2022-05-30 15:20:26,"2022",7.4495,3.14724,33.5338,26.2022,41.138,3.437014,NA
"18380","Mooring",2022-05-30 15:30:27,"2022",7.451,3.15485,33.5308,26.1996,41.236,3.436883,NA
"18381","Mooring",2022-05-30 15:40:26,"2022",7.4534,3.15417,33.5285,26.1974,41.389,3.436883,NA
"18382","Mooring",2022-05-30 15:50:27,"2022",7.4634,3.15945,33.5165,26.1866,41.294,3.436668,NA
"18383","Mooring",2022-05-30 16:00:26,"2022",7.4746,3.1658,33.5026,26.1741,41.179,3.436376,NA
"18384","Mooring",2022-05-30 16:10:27,"2022",7.4753,3.16023,33.5026,26.174,41.225,3.436436,NA
"18385","Mooring",2022-05-30 16:20:26,"2022",7.4779,3.1619,33.4996,26.1712,41.341,3.4364,NA
"18386","Mooring",2022-05-30 16:30:27,"2022",7.4801,3.16474,33.497,26.1689,41.468,3.436364,NA
"18387","Mooring",2022-05-30 16:40:27,"2022",7.4815,3.16436,33.4958,26.1678,41.456,3.436376,NA
"18388","Mooring",2022-05-30 16:50:26,"2022",7.4806,3.15509,33.4968,26.1687,41.372,3.436382,NA
"18389","Mooring",2022-05-30 17:00:27,"2022",7.484,3.16002,33.493,26.1652,41.68,3.436346,NA
"18390","Mooring",2022-05-30 17:10:26,"2022",7.4837,3.15538,33.4935,26.1657,41.7,3.43637,NA
"18391","Mooring",2022-05-30 17:20:27,"2022",7.4852,3.12755,33.4922,26.1645,41.896,3.436394,NA
"18392","Mooring",2022-05-30 17:30:26,"2022",7.4799,3.14154,33.4977,26.1695,41.83,3.43643,NA
"18393","Mooring",2022-05-30 17:40:27,"2022",7.4738,3.14664,33.5051,26.1762,42.349,3.436591,NA
"18394","Mooring",2022-05-30 17:50:26,"2022",7.4692,3.1411,33.5107,26.1812,42.475,3.436698,NA
"18395","Mooring",2022-05-30 18:00:27,"2022",7.4648,3.13051,33.5158,26.1859,42.232,3.436764,NA
"18396","Mooring",2022-05-30 18:10:27,"2022",7.4613,3.12908,33.5201,26.1897,42.468,3.436859,NA
"18397","Mooring",2022-05-30 18:20:26,"2022",7.4613,3.12157,33.5209,26.1904,42.571,3.436937,NA
"18398","Mooring",2022-05-30 18:30:27,"2022",7.4619,3.12622,33.5206,26.19,42.604,3.436961,NA
"18399","Mooring",2022-05-30 18:40:26,"2022",7.4641,3.12294,33.5182,26.1879,42.724,3.436949,NA
"18400","Mooring",2022-05-30 18:50:27,"2022",7.4641,3.1224,33.5185,26.1881,42.804,3.436985,NA
"18401","Mooring",2022-05-30 19:00:26,"2022",7.464,3.1181,33.519,26.1885,42.932,3.43702,NA
"18402","Mooring",2022-05-30 19:10:27,"2022",7.4631,3.11677,33.5207,26.19,43.082,3.437104,NA
"18403","Mooring",2022-05-30 19:20:26,"2022",7.4619,3.11447,33.522,26.1912,42.988,3.437116,NA
"18404","Mooring",2022-05-30 19:30:27,"2022",7.4589,3.12083,33.5255,26.1943,43.234,3.437175,NA
"18405","Mooring",2022-05-30 19:40:27,"2022",7.4564,3.11658,33.5291,26.1975,43.284,3.437289,NA
"18406","Mooring",2022-05-30 19:50:26,"2022",7.4519,3.11539,33.5345,26.2024,43.358,3.437396,NA
"18407","Mooring",2022-05-30 20:00:27,"2022",7.448,3.11764,33.539,26.2065,43.39,3.437462,NA
"18408","Mooring",2022-05-30 20:10:26,"2022",7.4492,3.12427,33.5376,26.2052,43.45,3.437444,NA
"18409","Mooring",2022-05-30 20:20:27,"2022",7.451,3.11401,33.5358,26.2036,43.481,3.437438,NA
"18410","Mooring",2022-05-30 20:30:26,"2022",7.452,3.12474,33.5344,26.2023,43.481,3.437402,NA
"18411","Mooring",2022-05-30 20:40:27,"2022",7.4539,3.12247,33.533,26.2009,43.279,3.437426,NA
"18412","Mooring",2022-05-30 20:50:26,"2022",7.4539,3.11792,33.5331,26.201,43.501,3.43745,NA
"18413","Mooring",2022-05-30 21:00:27,"2022",7.4577,3.1242,33.5288,26.1971,43.632,3.437396,NA
"18414","Mooring",2022-05-30 21:10:27,"2022",7.459,3.12583,33.527,26.1955,43.571,3.437336,NA
"18415","Mooring",2022-05-30 21:20:26,"2022",7.4605,3.12602,33.5257,26.1943,43.541,3.437348,NA
"18416","Mooring",2022-05-30 21:30:27,"2022",7.464,3.129,33.5216,26.1906,43.457,3.437289,NA
"18417","Mooring",2022-05-30 21:40:26,"2022",7.4673,3.13031,33.5175,26.1869,43.531,3.437205,NA
"18418","Mooring",2022-05-30 21:50:27,"2022",7.4698,3.1357,33.5148,26.1844,43.563,3.437187,NA
"18419","Mooring",2022-05-30 22:00:26,"2022",7.476,3.14786,33.5076,26.1778,43.583,3.437062,NA
"18420","Mooring",2022-05-30 22:10:27,"2022",7.4787,3.14626,33.5044,26.1749,43.674,3.437014,NA
"18421","Mooring",2022-05-30 22:20:26,"2022",7.4838,3.13988,33.4982,26.1694,43.535,3.436889,NA
"18422","Mooring",2022-05-30 22:30:27,"2022",7.4858,3.15072,33.4959,26.1673,43.283,3.436847,NA
"18423","Mooring",2022-05-30 22:40:27,"2022",7.4915,3.15385,33.4886,26.1607,43.202,3.43668,NA
"18424","Mooring",2022-05-30 22:50:26,"2022",7.4946,3.16127,33.485,26.1575,43.317,3.436633,NA
"18425","Mooring",2022-05-30 23:00:27,"2022",7.4968,3.16023,33.4824,26.1551,43.241,3.436579,NA
"18426","Mooring",2022-05-30 23:10:26,"2022",7.4987,3.1686,33.4803,26.1532,43.389,3.436567,NA
"18427","Mooring",2022-05-30 23:20:27,"2022",7.5001,3.16204,33.4788,26.1518,43.204,3.436543,NA
"18428","Mooring",2022-05-30 23:30:26,"2022",7.5007,3.16375,33.4783,26.1513,43.153,3.436543,NA
"18429","Mooring",2022-05-30 23:40:27,"2022",7.5018,3.16303,33.4767,26.1499,42.963,3.436495,NA
"18430","Mooring",2022-05-30 23:50:26,"2022",7.5029,3.16568,33.4755,26.1488,43.169,3.436484,NA
"18431","Mooring",2022-05-31 00:00:27,"2022",7.5028,3.14571,33.4761,26.1493,42.588,3.436501,NA
"18432","Mooring",2022-05-31 00:10:27,"2022",7.5024,3.15625,33.4765,26.1496,42.615,3.436507,NA
"18433","Mooring",2022-05-31 00:20:26,"2022",7.5035,3.15069,33.476,26.1491,42.758,3.436561,NA
"18434","Mooring",2022-05-31 00:30:27,"2022",7.5047,3.15384,33.4742,26.1475,42.743,3.436501,NA
"18435","Mooring",2022-05-31 00:40:26,"2022",7.5053,3.15672,33.4741,26.1474,42.813,3.436549,NA
"18436","Mooring",2022-05-31 00:50:27,"2022",7.5058,3.14889,33.4731,26.1465,42.887,3.436501,NA
"18437","Mooring",2022-05-31 01:00:26,"2022",7.5064,3.14064,33.473,26.1464,42.589,3.436543,NA
"18438","Mooring",2022-05-31 01:10:27,"2022",7.5063,3.1494,33.4728,26.1462,42.632,3.436513,NA
"18439","Mooring",2022-05-31 01:20:26,"2022",7.5072,3.14895,33.4721,26.1455,42.457,3.436519,NA
"18440","Mooring",2022-05-31 01:30:27,"2022",7.5079,3.14811,33.4712,26.1447,42.625,3.436507,NA
"18441","Mooring",2022-05-31 01:40:27,"2022",7.5096,3.15003,33.4692,26.1429,42.538,3.436471,NA
"18442","Mooring",2022-05-31 01:50:26,"2022",7.5126,3.14465,33.4658,26.1398,42.545,3.43643,NA
"18443","Mooring",2022-05-31 02:00:27,"2022",7.519,3.14949,33.4587,26.1334,42.359,3.436334,NA
"18444","Mooring",2022-05-31 02:10:26,"2022",7.5204,3.14135,33.4573,26.132,42.549,3.43634,NA
"18445","Mooring",2022-05-31 02:20:27,"2022",7.5252,3.14342,33.4518,26.127,42.437,3.436251,NA
"18446","Mooring",2022-05-31 02:30:26,"2022",7.5325,3.14254,33.4435,26.1195,42.611,3.436143,NA
"18447","Mooring",2022-05-31 02:40:27,"2022",7.5388,3.14882,33.4364,26.113,42.44,3.436036,NA
"18448","Mooring",2022-05-31 02:50:26,"2022",7.5437,3.14887,33.4312,26.1082,42.511,3.435988,NA
"18449","Mooring",2022-05-31 03:00:27,"2022",7.5485,3.15275,33.4257,26.1032,42.685,3.435923,NA
"18450","Mooring",2022-05-31 03:10:27,"2022",7.5526,3.16093,33.421,26.0989,42.672,3.435845,NA
"18451","Mooring",2022-05-31 03:20:26,"2022",7.5535,3.15674,33.42,26.098,42.552,3.435839,NA
"18452","Mooring",2022-05-31 03:30:27,"2022",7.5559,3.15988,33.4175,26.0957,42.702,3.435821,NA
"18453","Mooring",2022-05-31 03:40:26,"2022",7.5562,3.15834,33.4174,26.0956,42.54,3.435827,NA
"18454","Mooring",2022-05-31 03:50:27,"2022",7.5568,3.14614,33.4168,26.095,42.541,3.435827,NA
"18455","Mooring",2022-05-31 04:00:26,"2022",7.5562,3.1443,33.4176,26.0957,42.801,3.435857,NA
"18456","Mooring",2022-05-31 04:10:27,"2022",7.5585,3.1564,33.4151,26.0935,42.889,3.435833,NA
"18457","Mooring",2022-05-31 04:20:26,"2022",7.558,3.14853,33.4155,26.0938,42.84,3.435833,NA
"18458","Mooring",2022-05-31 04:30:27,"2022",7.5589,3.15351,33.4148,26.0931,43.018,3.435845,NA
"18459","Mooring",2022-05-31 04:40:27,"2022",7.5571,3.14283,33.417,26.0952,42.962,3.435899,NA
"18460","Mooring",2022-05-31 04:50:26,"2022",7.5543,3.14255,33.4204,26.0982,43.235,3.43597,NA
"18461","Mooring",2022-05-31 05:00:27,"2022",7.5538,3.13359,33.421,26.0987,43.231,3.435982,NA
"18462","Mooring",2022-05-31 05:10:26,"2022",7.5535,3.12582,33.4219,26.0996,43.254,3.436048,NA
"18463","Mooring",2022-05-31 05:20:27,"2022",7.549,3.1197,33.4273,26.1044,43.274,3.436143,NA
"18464","Mooring",2022-05-31 05:30:26,"2022",7.5475,3.12401,33.4287,26.1057,43.615,3.436149,NA
"18465","Mooring",2022-05-31 05:40:27,"2022",7.5464,3.12772,33.43,26.1069,43.367,3.436155,NA
"18466","Mooring",2022-05-31 05:50:26,"2022",7.545,3.12729,33.4316,26.1083,43.613,3.436191,NA
"18467","Mooring",2022-05-31 06:00:27,"2022",7.5425,3.12333,33.4345,26.111,43.561,3.436239,NA
"18468","Mooring",2022-05-31 06:10:27,"2022",7.5408,3.12375,33.4363,26.1127,43.612,3.436257,NA
"18469","Mooring",2022-05-31 06:20:26,"2022",7.5403,3.12817,33.4367,26.1131,43.718,3.436257,NA
"18470","Mooring",2022-05-31 06:30:27,"2022",7.5395,3.12214,33.4376,26.1139,43.813,3.436275,NA
"18471","Mooring",2022-05-31 06:40:26,"2022",7.5373,3.1237,33.44,26.116,43.729,3.436287,NA
"18472","Mooring",2022-05-31 06:50:27,"2022",7.5341,3.12271,33.4438,26.1195,43.795,3.436364,NA
"18473","Mooring",2022-05-31 07:00:26,"2022",7.5254,3.12463,33.4531,26.1281,43.831,3.436448,NA
"18474","Mooring",2022-05-31 07:10:27,"2022",7.5213,3.1194,33.4579,26.1324,44.051,3.436537,NA
"18475","Mooring",2022-05-31 07:20:26,"2022",7.5204,3.1142,33.4585,26.133,43.922,3.436513,NA
"18476","Mooring",2022-05-31 07:30:27,"2022",7.5162,3.11991,33.4634,26.1374,43.859,3.436585,NA
"18477","Mooring",2022-05-31 07:40:27,"2022",7.5135,3.11693,33.4665,26.1403,44.077,3.436639,NA
"18478","Mooring",2022-05-31 07:50:26,"2022",7.5123,3.11125,33.4684,26.1419,44.23,3.436716,NA
"18479","Mooring",2022-05-31 08:00:27,"2022",7.5113,3.10833,33.4698,26.1431,44.002,3.436746,NA
"18480","Mooring",2022-05-31 08:10:26,"2022",7.5088,3.10561,33.4728,26.1459,44.107,3.4368,NA
"18481","Mooring",2022-05-31 08:20:27,"2022",7.5084,3.09922,33.4733,26.1464,44.028,3.436812,NA
"18482","Mooring",2022-05-31 08:30:26,"2022",7.5069,3.09765,33.475,26.1479,44.176,3.436835,NA
"18483","Mooring",2022-05-31 08:40:27,"2022",7.5049,3.09128,33.4777,26.1502,43.98,3.436901,NA
"18484","Mooring",2022-05-31 08:50:26,"2022",7.5031,3.09016,33.4795,26.152,43.788,3.436901,NA
"18485","Mooring",2022-05-31 09:00:27,"2022",7.5023,3.08679,33.4805,26.1529,43.945,3.436931,NA
"18486","Mooring",2022-05-31 09:10:27,"2022",7.5002,3.08404,33.4827,26.1549,44.023,3.436949,NA
"18487","Mooring",2022-05-31 09:20:26,"2022",7.5013,3.0758,33.482,26.1542,43.864,3.436973,NA
"18488","Mooring",2022-05-31 09:30:27,"2022",7.5028,3.07322,33.4807,26.153,44.058,3.436996,NA
"18489","Mooring",2022-05-31 09:40:26,"2022",7.5051,3.06833,33.4781,26.1506,43.67,3.436943,NA
"18490","Mooring",2022-05-31 09:50:27,"2022",7.5062,3.0689,33.4768,26.1494,43.748,3.436919,NA
"18491","Mooring",2022-05-31 10:00:26,"2022",7.5079,3.05947,33.4751,26.1478,43.603,3.436913,NA
"18492","Mooring",2022-05-31 10:10:27,"2022",7.5081,3.06176,33.4751,26.1477,43.472,3.436925,NA
"18493","Mooring",2022-05-31 10:20:26,"2022",7.5102,3.05575,33.4727,26.1456,43.221,3.436877,NA
"18494","Mooring",2022-05-31 10:30:27,"2022",7.5123,3.05396,33.4702,26.1433,43.295,3.436841,NA
"18495","Mooring",2022-05-31 10:40:27,"2022",7.5153,3.0552,33.4668,26.1402,43.103,3.436775,NA
"18496","Mooring",2022-05-31 10:50:26,"2022",7.5185,3.06297,33.4631,26.1369,43.374,3.436734,NA
"18497","Mooring",2022-05-31 11:00:27,"2022",7.524,3.06931,33.4567,26.131,43.297,3.436632,NA
"18498","Mooring",2022-05-31 11:10:26,"2022",7.5265,3.07299,33.4541,26.1286,42.737,3.43659,NA
"18499","Mooring",2022-05-31 11:20:27,"2022",7.5308,3.08358,33.4485,26.1237,42.924,3.436465,NA
"18500","Mooring",2022-05-31 11:30:26,"2022",7.5315,3.08431,33.4475,26.1228,42.795,3.436435,NA
"18501","Mooring",2022-05-31 11:40:27,"2022",7.534,3.09253,33.4446,26.1201,42.634,3.436376,NA
"18502","Mooring",2022-05-31 11:50:26,"2022",7.5324,3.09026,33.4466,26.1219,42.639,3.436412,NA
"18503","Mooring",2022-05-31 12:00:27,"2022",7.5302,3.08311,33.4494,26.1244,42.606,3.436477,NA
"18504","Mooring",2022-05-31 12:10:27,"2022",7.5303,3.07775,33.4491,26.1242,42.186,3.436435,NA
"18505","Mooring",2022-05-31 12:20:26,"2022",7.5289,3.07348,33.4509,26.1258,42.166,3.436483,NA
"18506","Mooring",2022-05-31 12:30:27,"2022",7.5225,3.06593,33.4582,26.1324,42.049,3.436584,NA
"18507","Mooring",2022-05-31 12:40:26,"2022",7.5197,3.07243,33.4612,26.1352,41.934,3.436608,NA
"18508","Mooring",2022-05-31 12:50:27,"2022",7.5161,3.06912,33.4652,26.1388,41.988,3.436656,NA
"18509","Mooring",2022-05-31 13:00:26,"2022",7.5161,3.06303,33.4652,26.1388,41.936,3.436656,NA
"18510","Mooring",2022-05-31 13:10:27,"2022",7.5161,3.06183,33.465,26.1387,41.777,3.436632,NA
"18511","Mooring",2022-05-31 13:20:26,"2022",7.515,3.06498,33.4658,26.1395,41.519,3.436596,NA
"18512","Mooring",2022-05-31 13:30:27,"2022",7.5155,3.06639,33.4644,26.1383,41.458,3.436507,NA
